TRANSACTIONS (Income)

ID    TRANSACTION DATE              PRICE excl VAT      PRICE incl VAT      
415   2015-04-22 09:17:34.0         1235.61             1947.75             
221   2015-04-22 09:35:53.0         1494.77             287.08              
394   2015-04-22 10:55:53.0         504.4               850.78              
761   2015-04-24 04:29:13.0         21.35               78.47               
533   2015-04-24 11:43:51.0         174.63              418.62              
339   2015-04-24 15:07:12.0         10.46               1487.98             
155   2015-04-24 18:38:49.0         633.29              1984.58             
68    2015-04-25 21:45:44.0         198.72              1450.43             
311   2015-04-25 22:17:21.0         1062.2              84.75               
601   2015-04-26 01:52:19.0         1163.45             1222.23             
678   2015-04-26 15:22:01.0         1145.97             1737.7              
461   2015-04-27 00:35:55.0         750.57              527.61              
208   2015-04-27 07:20:42.0         324.89              1427.15             
813   2015-04-27 11:44:44.0         1075.44             968.51              
145   2015-04-27 14:48:53.0         1366.81             45.65               
344   2015-04-27 18:36:00.0         97.52               1620.69             
646   2015-04-27 23:22:38.0         486.25              953.03              
343   2015-04-27 23:44:30.0         1404.92             563.65              
168   2015-04-28 03:36:21.0         265.63              1066.72             
53    2015-04-28 18:08:14.0         791.66              643.41              
434   2015-04-29 13:52:02.0         1130.75             1074.6              
952   2015-04-29 20:40:37.0         1098.23             798.17              
27    2015-04-30 01:09:27.0         386.64              1555.43             
985   2015-04-30 06:23:28.0         167.0               1237.66             
628   2015-05-01 01:22:39.0         406.6               1402.88             
3     2015-05-01 09:57:26.0         1173.55             502.6               
25    2015-05-01 10:20:43.0         1305.71             1426.81             
936   2015-05-01 11:13:51.0         1396.41             985.56              
162   2015-05-01 19:47:49.0         1264.89             1643.76             
884   2015-05-02 02:53:07.0         1317.85             1200.38             
837   2015-05-02 16:55:27.0         993.18              592.4               
764   2015-05-03 13:33:22.0         519.07              1159.29             
654   2015-05-04 04:18:40.0         949.32              1921.96             
624   2015-05-04 17:53:36.0         650.38              1197.77             
65    2015-05-05 12:32:43.0         45.79               1943.41             
795   2015-05-05 18:29:42.0         755.74              941.16              
440   2015-05-05 20:45:30.0         603.4               999.33              
58    2015-05-06 00:56:52.0         194.33              1653.42             
665   2015-05-06 03:30:45.0         350.5               844.74              
831   2015-05-06 10:29:27.0         308.65              166.83              
100   2015-05-06 10:43:57.0         1023.38             702.71              
758   2015-05-06 14:04:58.0         662.67              1343.85             
794   2015-05-06 14:52:22.0         109.61              773.41              
543   2015-05-08 06:18:48.0         456.21              448.01              
402   2015-05-08 06:46:20.0         198.48              1319.63             
1001  2015-06-08 19:53:58.0         1739.31             1982.81             
1002  2015-06-12 18:53:18.0         1739.31             1982.81             
1003  2015-07-12 18:56:08.0         2776.54             3165.25             
1004  2015-07-13 15:09:43.0         3991.52             4550.33             
1005  2015-07-20 08:05:43.0         2660.74             3033.24             
1006  2015-07-21 12:24:35.0         4784.02             5453.78             
Total income: R92681.0

ORDERS (Expenses)

ID    ORDER DATE                    PRICE               QTY       Product Name        Supplier Name       
==========================================================================================================
949   2015-03-09 14:39:16.0         14860.31            95        OXYGEN              Agivu               
972   2015-03-10 13:06:49.0         39944.15            49        Terazosin Hydro...  Buzzbean            
128   2015-03-12 10:56:27.0         21956.41            89        Octinoxate          Buzzbean            
104   2015-03-12 18:40:49.0         13081.9             28        Natural Medicine    Yotz                
290   2015-03-13 08:02:42.0         10739.66            70        Phenylephrine HCl   Ozu                 
744   2015-03-13 09:38:10.0         40982.95            95        Diphenhydramine...  Demimbu             
150   2015-03-14 03:05:41.0         37363.57            5         Acetaminophen       Yotz                
26    2015-03-14 05:47:58.0         12511.14            60        Acetaminophen, ...  Oozz                
577   2015-03-14 12:11:59.0         7276.77             67        solifenacin suc...  Realcube            
174   2015-03-14 15:47:00.0         13351.02            85        cinacalcet hydr...  Meembee             
830   2015-03-14 19:43:51.0         23845.37            12        Helium Oxygen M...  Zooxo               
980   2015-03-15 01:14:43.0         11328.12            9         Hydralazine Hyd...  Devbug              
25    2015-03-15 06:46:00.0         27018.36            58        ALCOHOL             Meembee             
201   2015-03-15 16:56:02.0         9167.06             7         Red Maple           Yodoo               
543   2015-03-16 09:12:59.0         48592.48            73        Phenylephrine H...  Oba                 
875   2015-03-16 11:58:01.0         27577.46            34        Cocklebur Xanth...  Shufflester         
587   2015-03-16 20:51:33.0         27091.41            73        AVOBENZONE, HOM...  Linktype            
627   2015-03-18 15:43:23.0         20289.51            72        Homeopathic Liquid  Demivee             
463   2015-03-18 19:11:44.0         39898.95            78        dextromethorpha...  Centimia            
65    2015-03-18 22:15:03.0         3744.69             94        Risperidone         Cogibox             
444   2015-03-19 00:16:24.0         34609.34            37        Oxygen              Edgeclub            
390   2015-03-20 19:14:35.0         3625.77             68        OCTINOXATE, OCT...  Katz                
499   2015-03-21 03:29:52.0         12450.66            79        Plum                Yotz                
910   2015-03-21 08:59:21.0         40453.86            96        Menthol             Gigaclub            
555   2015-03-22 07:06:05.0         20661.59            55        Glipizide           Ozu                 
840   2015-03-22 18:24:34.0         19299.54            1         Ropivacaine HCl     Edgepulse           
292   2015-03-22 18:35:50.0         18048.91            96        Titanium Dioxide    Centimia            
335   2015-03-22 22:50:42.0         24785.38            86        CLINDAMYCIN HYD...  Twitterwire         
112   2015-03-23 09:22:53.0         38911.41            97        laricifomes off...  Blogtags            
586   2015-03-23 12:59:48.0         45972.89            75        Titanium Dioxid...  Minyx               
883   2015-03-24 10:55:43.0         13435.61            78        IBUPROFEN           Aivee               
489   2015-03-24 17:15:14.0         48202.38            80        Riluzole            Zava                
506   2015-03-25 01:50:46.0         551.78              46        Ranitidine          Aivee               
422   2015-03-26 02:21:31.0         29448.31            21        Clonidine Hydro...  Eire                
753   2015-03-26 06:24:10.0         41445.46            79        Oak Mix             Devbug              
732   2015-03-26 12:41:25.0         14594.49            86        Papaya              Cogibox             
990   2015-03-27 19:38:42.0         41402.97            29        OCTINOXATE, TIT...  Browsetype          
646   2015-03-28 13:50:14.0         8111.5              65        amoxicillin and...  Edgeclub            
495   2015-03-28 21:17:06.0         32377.63            86        Hydralazine Hyd...  Linktype            
659   2015-03-29 03:23:55.0         17724.15            52        Benzalkonium Ch...  Tazz                
365   2015-03-29 11:06:47.0         14116.08            16        Menthol             Centimia            
71    2015-03-29 12:53:39.0         18162.64            26        Clonazepam          Edgepulse           
345   2015-03-29 20:58:29.0         6473.46             8         Quinidine Gluconate Wordware            
166   2015-03-30 06:50:43.0         6481.58             17        Acetaminophen, ...  Katz                
459   2015-03-30 08:06:16.0         15156.48            96        DOXERCALCIFEROL     Eire                
721   2015-03-31 03:11:21.0         22885.25            98        ALUMINUM CHLORO...  Twinte              
610   2015-03-31 04:06:29.0         6804.76             91        OCTOCRYLENE, OC...  Gabtune             
102   2015-03-31 04:51:38.0         57.32               90        Terazosin Hydro...  Browsebug           
55    2015-03-31 13:06:45.0         10280.69            58        Avobenzone, Oct...  Demimbu             
258   2015-03-31 14:04:55.0         36882.29            21        oxymorphone hyd...  Edgeclub            
656   2015-03-31 22:26:16.0         21861.85            84        ASCORBIC ACID, ...  Edgepulse           
664   2015-04-01 21:59:50.0         49391.99            34        TRAMADOL HYDROC...  Centimia            
308   2015-04-02 02:04:57.0         26115.17            90        polidocanol         Aivee               
648   2015-04-02 16:06:50.0         10036.88            28        Mouse Epithelium    Edgeclub            
760   2015-04-02 18:52:48.0         21925.01            90        MAGNESIUM HYDROXIDE Mudo                
452   2015-04-02 19:09:14.0         4888.18             82        Ibuprofen and D...  Wordware            
929   2015-04-03 03:24:22.0         44325.95            46        Acetaminophen       Buzzbean            
76    2015-04-03 12:42:42.0         30970.98            47        Aconitum napell...  Eire                
725   2015-04-03 20:04:11.0         8678.57             26        Quinidine Gluconate Zooxo               
329   2015-04-03 20:19:28.0         31183.48            49        OCTINOXATE, OXY...  Ozu                 
474   2015-04-06 02:50:43.0         49058.08            13        TRICLOSAN           Yotz                
688   2015-04-06 10:52:13.0         46092.85            47        Cimicifuga race...  Demimbu             
703   2015-04-07 02:42:51.0         27239.96            76        EZ-Ox               Aivee               
162   2015-04-07 11:34:16.0         44629.43            17        Montelukast Sodium  Zooxo               
770   2015-04-08 05:05:36.0         48680.35            98        Riluzole            Tazz                
951   2015-04-08 07:17:37.0         35149.58            36        KALI PHOSPHORICUM   Meembee             
278   2015-04-08 21:14:02.0         24566.94            35        Dicyclomine Hyd...  Zooxo               
979   2015-04-09 02:24:47.0         21108.77            95        Mirtazapine         Eire                
425   2015-04-09 08:49:38.0         1170.85             89        Titanium dioxide    Twitterwire         
343   2015-04-09 15:34:34.0         3102.43             86        Hydrochlorothiazide Shuffletag          
774   2015-04-09 19:27:37.0         7603.59             96        Cetirizine Hydr...  Trunyx              
405   2015-04-09 23:07:09.0         38552.03            67        INTERLEUKIN-3       Oozz                
451   2015-04-10 03:12:31.0         16836.7             42        Ibuprofen           Ozu                 
367   2015-04-10 10:21:35.0         38752.09            14        Avobenzone, Oct...  Shufflester         
631   2015-04-10 13:51:07.0         26752.49            11        Peach               Yodoo               
14    2015-04-10 15:10:11.0         44299.53            1         alprazolam          Tanoodle            
777   2015-04-10 16:38:04.0         48107.05            61        pioglitazone hy...  Trunyx              
971   2015-04-11 02:34:06.0         937.97              18        AVOBENZONE, HOM...  Yodoo               
934   2015-04-11 16:15:41.0         11933.01            12        NAPROXEN            Demivee             
615   2015-04-11 20:46:05.0         33706.83            21        Metformin Hydro...  Eire                
458   2015-04-12 12:17:09.0         31418.18            15        Atorvastatin Ca...  Meembee             
47    2015-04-12 12:17:55.0         20039.45            21        Benazepril Hydr...  Centimia            
816   2015-04-12 16:14:26.0         43669.03            6         Metoprolol succ...  Talane              
612   2015-04-13 16:31:59.0         38552.61            70        TITANIUM DIOXID...  Katz                
130   2015-04-13 23:59:32.0         49235.22            84        Ceftriaxone Sodium  Demimbu             
9     2015-04-14 03:22:40.0         29907.69            82        Docusate sodium     Linktype            
855   2015-04-14 03:43:23.0         29420.09            3         CEFTRIAXONE         Meembee             
223   2015-04-14 10:01:49.0         25497.51            28        NAPROXEN            Demivee             
400   2015-04-14 16:39:32.0         43193.52            52        Titanium dioxide    Lazz                
387   2015-04-14 17:01:58.0         32137.41            73        mupirocin           Eire                
420   2015-04-14 22:52:27.0         35970.87            52        LIDOCAINE HYDRO...  Meembee             
81    2015-04-16 11:26:46.0         11030.28            72        Menthol and Camphor Aivee               
119   2015-04-16 23:47:55.0         43525.1             17        Titanium Dioxide    Ozu                 
347   2015-04-17 06:11:36.0         30150.06            39        Titanium Dioxide    Ozu                 
186   2015-04-17 08:27:14.0         42032.49            27        Lansoprazole        Lazz                
564   2015-04-17 09:52:42.0         21152.33            28        GLYCERIN            Omba                
321   2015-04-17 23:44:54.0         18685.13            51        Chloroxylenol       Centimia            
952   2015-04-17 23:51:09.0         12648.38            17        Tolnaftate          Agivu               
908   2015-04-18 11:44:08.0         7182.39             28        EZ-Ox               Zava                
27    2015-04-18 23:55:56.0         15249.53            24        Iohexol             Browsebug           
432   2015-04-19 04:13:51.0         9153.69             39        Cetirizine HCl,...  Shuffletag          
242   2015-04-20 03:56:01.0         43375.8             68        bacitracin zinc...  Jayo                
203   2015-04-20 10:07:43.0         31386.01            8         Promethazine DM     Talane              
185   2015-04-20 17:17:26.0         26591.26            31        venlafaxine hyd...  Realcube            
469   2015-04-21 03:54:18.0         10008.33            29        Western Cottonwood  Chatterbridge       
667   2015-04-22 05:00:40.0         3633.56             2         Pullularia pull...  Browsetype          
94    2015-04-23 04:20:58.0         10038.76            32        AVOBENZONE, HOM...  Buzzbean            
194   2015-04-23 08:58:37.0         9180.88             52        metoclopramide      Meembee             
584   2015-04-23 15:29:57.0         27210.69            19        alcohol             Oozz                
448   2015-04-23 15:45:28.0         25432.74            12        OCTINOXATE, TIT...  Browsetype          
682   2015-04-23 21:00:53.0         34550.15            94        Methylcellulose     Lazz                
977   2015-04-23 21:39:28.0         40022.53            82        naltrexone hydr...  Edgeclub            
300   2015-04-24 02:21:58.0         41697.18            79        Cetirizine Hydr...  Yodoo               
152   2015-04-24 23:17:17.0         4375.95             24        benzocaine          Oba                 
767   2015-04-25 08:46:36.0         36940.05            22        Oxaprozin           Minyx               
944   2015-04-25 11:02:39.0         38117.75            28        glycerin, pheny...  Blogtags            
998   2015-04-25 12:14:45.0         45973.7             35        Octreotide acetate  Devbug              
149   2015-04-25 16:52:31.0         37808.92            19        Salicylic Acid      Gigaclub            
538   2015-04-26 07:39:54.0         21369.41            83        Finasteride         Edgeclub            
274   2015-04-26 10:49:08.0         49862.2             29        Antimonium crud...  Lazz                
880   2015-04-26 11:25:24.0         13044.51            47        Nystatin            Devbug              
953   2015-04-28 03:45:40.0         37215.02            14        Atenolol            Tanoodle            
660   2015-04-28 23:20:02.0         39698.31            80        Benzocaine          Blogtags            
939   2015-04-29 19:14:12.0         36470.72            60        Oxymorphone Hyd...  Eire                
121   2015-04-30 19:06:37.0         44559.98            78        WARFARIN SODIUM     Aivee               
248   2015-05-01 01:22:20.0         43318.64            55        Triclosan           Jayo                
641   2015-05-01 16:04:07.0         15652.02            5         PYRITHIONE ZINC     Lazz                
626   2015-05-02 01:19:58.0         36406.0             60        TRAMADOL HCL        Edgepulse           
277   2015-05-02 10:00:47.0         8383.78             48        Salicylic Acid      Yodoo               
389   2015-05-02 14:32:52.0         3823.66             99        SODIUM FLUORIDE     Lazz                
303   2015-05-02 21:50:14.0         4133.77             32        Ibuprofen           Talane              
854   2015-05-03 02:41:16.0         41567.81            31        OCTINOXATE          Trunyx              
426   2015-05-03 10:53:42.0         30321.59            16        Lamotrigine         Browsetype          
237   2015-05-03 12:37:02.0         33303.41            99        Methimazole         Twitterwire         
520   2015-05-04 02:14:34.0         31771.6             96        Ropivacaine HCl     Shuffletag          
402   2015-05-04 09:07:41.0         40706.32            50        GLYCERIN            Katz                
232   2015-05-04 22:28:36.0         21136.03            89        GUAIFENESIN         Centimia            
16    2015-05-05 06:12:17.0         6499.3              29        OCTINOXATE          Jayo                
241   2015-05-05 14:55:55.0         28950.1             74        Chlorpheniramin...  Realcube            
739   2015-05-05 15:47:11.0         35631.94            24        Acetaminophen, ...  Eire                
28    2015-05-05 19:06:08.0         14181.5             14        Ethyl Alcohol       Katz                
813   2015-05-05 22:33:44.0         12208.68            11        FLUOCINONIDE        Demimbu             
849   2015-05-06 01:21:49.0         37157.89            76        Clonazepam          Edgepulse           
532   2015-05-06 20:22:01.0         12206.88            46        Aspirin             Chatterbridge       
741   2015-05-07 09:13:14.0         31377.99            1         Metformin Hydro...  Mudo                
708   2015-05-07 12:02:14.0         20149.48            50        White Oak           Twinte              
985   2015-05-08 06:03:35.0         33402.63            63        furosemide          Yodoo               
114   2015-05-08 07:02:02.0         25137.92            90        FUSARIUM VASINF...  Tazz                
579   2015-05-08 08:51:36.0         23747.18            37        Pioglitazone        Mudo                
769   2015-05-08 16:15:57.0         2229.41             51        lisinopril          Demimbu             
1001  2015-06-06 23:43:22.0         122.1               10        PC                  Daniel              
1002  2015-06-06 23:44:07.0         15018.3             1230      PC                  Daniel              
1003  2015-06-06 23:57:02.0         122.1               10        PC                  Daniel              
1004  2015-07-13 15:29:39.0         1465.2              120       PC                  Daniel              
1005  2015-07-15 16:27:04.0         1221.0              100       PC                  Daniel              
1006  2015-07-15 16:28:35.0         0.0                 0         PC                  Daniel              
1007  2015-07-15 16:29:29.0         122.1               10        PC                  Daniel              
Total expense: R81270.0
